cid,bdate,gen,dwh_create_date
AW00011635,8/11/1983,Male,46:40.2
AW00011636,6/21/1978,Female,46:40.2
AW00011637,8/11/1983,Female,46:40.2
AW00011638,9/9/1977,Male,46:40.2
AW00011639,6/22/1978,Female,46:40.2
AW00011640,10/31/1975,Female,46:40.2
AW00011641,2/9/1976,Male,46:40.2
AW00011642,6/24/1976,Female,46:40.2
AW00011643,1/24/1976,Female,46:40.2
AW00011644,4/6/1975,Male,46:40.2
AW00011645,4/18/1975,Female,46:40.2
AW00011646,3/15/1980,Female,46:40.2
AW00011647,3/22/1975,Male,46:40.2
AW00011648,4/12/1980,Male,46:40.2
AW00011649,1/23/1980,Male,46:40.2
AW00011650,1/23/1975,Male,46:40.2
AW00011651,12/13/1982,Female,46:40.2
AW00011652,5/1/1982,Male,46:40.2
AW00011653,6/4/1982,Female,46:40.2
AW00011654,3/18/1977,Female,46:40.2
AW00011655,3/28/1982,Female,46:40.2
AW00011656,3/19/1977,Female,46:40.2
AW00011657,10/31/1976,Female,46:40.2
AW00011658,8/3/1985,Male,46:40.2
AW00011659,10/20/1974,Male,46:40.2
AW00011660,1/19/1980,Female,46:40.2
AW00011661,1/3/1981,Male,46:40.2
AW00011662,1/1/1976,Male,46:40.2
AW00011663,8/25/1975,Male,46:40.2
AW00011664,8/9/1975,Female,46:40.2
AW00011665,6/11/1976,Female,46:40.2
AW00011666,12/13/1981,Male,46:40.2
AW00011667,12/18/1972,Male,46:40.2
AW00011668,3/2/1984,Female,46:40.2
AW00011669,10/17/1978,Female,46:40.2
AW00011670,4/15/1973,Female,46:40.2
AW00011671,11/15/1971,Female,46:40.2
AW00011672,3/20/1972,Male,46:40.2
AW00011673,2/3/1977,Female,46:40.2
AW00011674,2/15/1972,Female,46:40.2
AW00011675,1/29/1977,Male,46:40.2
AW00011676,8/13/1971,Male,46:40.2
AW00011677,10/10/1980,Male,46:40.2
AW00011678,7/28/1974,Male,46:40.2
AW00011679,11/5/1974,Male,46:40.2
AW00011680,3/4/1975,Female,46:40.2
AW00011681,2/4/1975,Female,46:40.2
AW00011682,3/12/1980,Female,46:40.2
AW00011683,7/5/1974,Male,46:40.2
AW00011684,3/31/1971,Male,46:40.2
AW00011685,8/7/1970,Male,46:40.2
AW00011686,4/9/1976,Male,46:40.2
AW00011687,7/9/1976,Male,46:40.2
AW00011688,12/21/1976,Female,46:40.2
AW00011689,3/6/1971,Male,46:40.2
AW00011690,1/10/1976,Female,46:40.2
AW00011691,12/30/1974,Female,46:40.2
AW00011692,12/17/1969,Male,46:40.2
AW00011693,9/21/1975,Female,46:40.2
AW00011694,9/21/1969,Male,46:40.2
AW00011695,7/10/1969,Male,46:40.2
AW00011696,4/2/1975,Female,46:40.2
AW00011697,6/21/1975,Male,46:40.2
AW00011698,11/22/1975,Male,46:40.2
AW00011699,9/12/1968,Male,46:40.2
AW00011700,5/24/1969,Male,46:40.2
AW00011701,8/16/1985,Male,46:40.2
AW00011702,10/13/1974,Female,46:40.2
AW00011703,12/22/1973,Female,46:40.2
AW00011704,11/29/1973,Male,46:40.2
AW00011705,5/18/1979,Female,46:40.2
AW00011706,8/13/1968,Male,46:40.2
AW00011707,6/20/1969,Female,46:40.2
AW00011708,9/15/1974,Female,46:40.2
AW00011709,8/18/1968,Female,46:40.2
AW00011710,9/17/1967,Female,46:40.2
AW00011711,12/4/1973,Male,46:40.2
AW00011712,5/2/1968,Female,46:40.2
AW00011713,9/17/1967,Male,46:40.2
AW00011714,4/16/1968,Female,46:40.2
AW00011715,3/20/1968,Female,46:40.2
AW00011716,4/20/1967,Male,46:40.2
AW00011717,8/29/1972,Male,46:40.2
AW00011718,11/10/1972,Female,46:40.2
AW00011719,5/5/1971,Male,46:40.2
AW00011720,9/23/1965,Female,46:40.2
AW00011721,1/18/1971,Female,46:40.2
AW00011722,12/30/1965,Male,46:40.2
AW00011723,2/17/1973,Male,46:40.2
AW00011724,10/12/1972,Male,46:40.2
AW00011725,3/16/1973,Male,46:40.2
AW00011726,1/13/1973,Male,46:40.2
AW00011727,1/5/1973,Male,46:40.2
AW00011728,7/6/1965,Male,46:40.2
AW00011729,5/3/1971,Male,46:40.2
AW00011730,4/1/1966,Female,46:40.2
AW00011731,2/16/1966,Female,46:40.2
AW00011732,2/4/1970,Male,46:40.2
AW00011733,7/23/1970,Female,46:40.2
AW00011734,8/21/1970,Male,46:40.2
AW00011735,7/21/1964,Female,46:40.2
AW00011736,9/21/1970,Male,46:40.2
AW00011737,2/4/1970,Female,46:40.2
AW00011738,10/5/1970,Male,46:40.2
AW00011739,11/10/1964,Male,46:40.2
AW00011740,10/21/1964,Female,46:40.2
AW00011741,1/22/1965,Female,46:40.2
AW00011742,5/1/1964,Male,46:40.2
AW00011743,9/9/1974,Male,46:40.2
AW00011744,3/6/1964,Female,46:40.2
AW00011745,4/11/1964,Female,46:40.2
AW00011746,5/30/1964,Male,46:40.2
AW00011747,8/9/1963,Female,46:40.2
AW00011748,1/15/1964,Male,46:40.2
AW00011749,9/9/1980,Male,46:40.2
AW00011750,9/17/1984,Female,46:40.2
AW00011751,1/14/1976,Female,46:40.2
AW00011752,5/3/1981,Female,46:40.2
AW00011753,9/15/1975,Female,46:40.2
AW00011754,1/5/1976,Female,46:40.2
AW00011755,11/12/1973,Male,46:40.2
AW00011756,3/13/1974,Female,46:40.2
AW00011757,5/11/1979,Male,46:40.2
AW00011758,12/19/1979,Male,46:40.2
AW00011759,11/18/1980,Female,46:40.2
AW00011760,4/25/1973,Female,46:40.2
AW00011761,10/16/1972,Male,46:40.2
AW00011762,2/17/1984,Male,46:40.2
AW00011763,8/10/1972,Male,46:40.2
AW00011764,1/13/1973,Female,46:40.2
AW00011765,4/6/1983,Male,46:40.2
AW00011766,1/1/1972,Female,46:40.2
AW00011767,5/20/1977,Female,46:40.2
AW00011768,4/3/1983,Male,46:40.2
AW00011769,2/14/1979,Female,46:40.2
AW00011770,2/20/1979,Male,46:40.2
AW00011771,4/7/1979,Male,46:40.2
AW00011772,1/21/1984,Male,46:40.2
AW00011773,1/3/1979,Male,46:40.2
AW00011774,10/10/1978,Female,46:40.2
AW00011775,NULL,Female,46:40.2
AW00011776,12/31/1978,Male,46:40.2
AW00011777,1/21/1978,Female,46:40.2
AW00011778,9/17/1976,Female,46:40.2
AW00011779,1/15/1977,Female,46:40.2
AW00011780,5/19/1977,Female,46:40.2
AW00011781,9/6/1976,Male,46:40.2
AW00011782,3/13/1982,Female,46:40.2
AW00011783,11/13/1982,Female,46:40.2
AW00011784,6/18/1978,Male,46:40.2
AW00011785,2/21/1983,Male,46:40.2
AW00011786,3/13/1978,Male,46:40.2
AW00011787,3/5/1978,Male,46:40.2
AW00011788,8/18/1977,Female,46:40.2
AW00011789,2/16/1981,Female,46:40.2
AW00011790,5/17/1981,Male,46:40.2
AW00011791,10/19/1975,Male,46:40.2
AW00011792,11/24/1974,Female,46:40.2
AW00011793,3/16/1980,Male,46:40.2
AW00011794,5/1/1975,Female,46:40.2
AW00011795,8/15/1974,Female,46:40.2
AW00011796,8/3/1985,Female,46:40.2
AW00011797,3/3/1980,Male,46:40.2
AW00011798,8/12/1974,Male,46:40.2
AW00011799,9/9/1980,Male,46:40.2
AW00011800,5/7/1975,Female,46:40.2
AW00011801,3/16/1975,Male,46:40.2
AW00011802,2/5/1977,Female,46:40.2
AW00011803,3/11/1977,Female,46:40.2
AW00011804,10/15/1976,Female,46:40.2
AW00011805,9/8/1976,Male,46:40.2
AW00011806,8/6/1982,Female,46:40.2
AW00011807,3/3/1977,Male,46:40.2
AW00011808,10/10/1974,Male,46:40.2
AW00011809,7/1/1973,Male,46:40.2
AW00011810,1/3/1978,Male,46:40.2
AW00011811,6/11/1978,Female,46:40.2
AW00011812,3/21/1973,Male,46:40.2
AW00011813,5/11/1973,Female,46:40.2
AW00011814,1/5/1976,Male,46:40.2
AW00011815,4/20/1981,Female,46:40.2
AW00011816,10/19/1981,Male,46:40.2
AW00011817,11/23/1981,Female,46:40.2
AW00011818,10/20/1975,Male,46:40.2
AW00011819,4/8/1973,Male,46:40.2
AW00011820,8/22/1977,Female,46:40.2
AW00011821,10/13/1971,Male,46:40.2
AW00011822,12/11/1971,Female,46:40.2
AW00011823,10/20/1977,Female,46:40.2
AW00011824,10/3/1977,Female,46:40.2
AW00011825,11/15/1971,Female,46:40.2
AW00011826,8/15/1971,Female,46:40.2
AW00011827,9/16/1980,Female,46:40.2
AW00011828,6/4/1980,Female,46:40.2
AW00011829,5/2/1975,Female,46:40.2
AW00011830,7/15/1974,Female,46:40.2
AW00011831,5/24/1975,Male,46:40.2
AW00011832,4/1/1976,Female,46:40.2
AW00011833,1/16/1982,Male,46:40.2
AW00011834,4/20/1982,Male,46:40.2
AW00011835,12/17/1970,Male,46:40.2
AW00011836,10/25/1970,Male,46:40.2
AW00011837,8/5/1976,Female,46:40.2
AW00011838,8/9/1970,Male,46:40.2
AW00011839,7/21/1976,Male,46:40.2
AW00011840,5/13/1976,Male,46:40.2
AW00011841,9/13/1969,Male,46:40.2
AW00011842,4/3/1970,Male,46:40.2
AW00011843,11/8/1975,Female,46:40.2
AW00011844,10/6/1969,Female,46:40.2
AW00011845,2/15/1930,Female,46:40.2
AW00011846,12/13/1969,Female,46:40.2
AW00011847,5/31/1970,Female,46:40.2
AW00011848,2/24/1975,Male,46:40.2
AW00011849,3/13/1970,Female,46:40.2
AW00011850,9/16/1980,Female,46:40.2
AW00011851,3/7/1969,Female,46:40.2
AW00011852,4/23/1969,Male,46:40.2
AW00011853,11/15/1979,Female,46:40.2
AW00011854,10/16/1973,Male,46:40.2
AW00011855,8/9/1974,Male,46:40.2
AW00011856,2/13/1969,Male,46:40.2
AW00011857,3/8/1974,Female,46:40.2
AW00011858,6/5/1968,Male,46:40.2
AW00011859,3/8/1968,Male,46:40.2
AW00011860,7/9/1967,Female,46:40.2
AW00011861,10/22/1967,Female,46:40.2
AW00011862,9/11/1972,Female,46:40.2
AW00011863,4/10/1967,Female,46:40.2
AW00011864,3/6/1967,Female,46:40.2
AW00011865,8/6/1966,Female,46:40.2
AW00011866,12/30/1966,Male,46:40.2
AW00011867,4/21/1971,Male,46:40.2
AW00011868,1/31/1973,Female,46:40.2
AW00011869,5/1/1984,Female,46:40.2
AW00011870,7/10/1978,Female,46:40.2
AW00011871,8/12/1978,Male,46:40.2
AW00011872,7/17/1978,Female,46:40.2
AW00011873,10/9/1972,Male,46:40.2
AW00011874,3/6/1978,Male,46:40.2
AW00011875,1/31/1966,Male,46:40.2
AW00011876,5/13/1966,Female,46:40.2
AW00011877,4/6/1966,Female,46:40.2
AW00011878,2/4/1971,Female,46:40.2
AW00011879,9/30/1971,Male,46:40.2
AW00011880,2/16/1965,Female,46:40.2
AW00011881,1/20/1965,Male,46:40.2
AW00011882,9/5/1975,Male,46:40.2
AW00011883,2/10/1965,Female,46:40.2
AW00011884,4/22/1970,Female,46:40.2
AW00011885,9/21/1970,Male,46:40.2
AW00011886,7/20/1963,Female,46:40.2
AW00011887,10/3/1963,Male,46:40.2
AW00011888,12/18/1969,Male,46:40.2
AW00011889,11/25/1963,Male,46:40.2
AW00011890,5/14/1964,Female,46:40.2
AW00011891,9/13/1969,Female,46:40.2
AW00011892,4/7/1975,Male,46:40.2
AW00011893,8/9/1974,Male,46:40.2
AW00011894,4/30/1980,Female,46:40.2
AW00011895,1/18/1975,Male,46:40.2
AW00011896,5/18/1975,Male,46:40.2
AW00011897,5/28/1974,Male,46:40.2
AW00011898,12/31/1975,Female,46:40.2
AW00011899,3/15/1976,Female,46:40.2
AW00011900,3/3/1981,Male,46:40.2
AW00011901,8/18/1973,Female,46:40.2
AW00011902,9/14/1972,Male,46:40.2
AW00011903,10/21/1985,Female,46:40.2
AW00011904,5/5/1986,Female,46:40.2
AW00011905,12/14/1974,Male,46:40.2
AW00011906,8/17/1972,Female,46:40.2
AW00011907,3/7/1973,Female,46:40.2
AW00011908,1/8/1972,Male,46:40.2
AW00011909,8/10/1971,Female,46:40.2
AW00011910,12/10/1971,Female,46:40.2
AW00011911,5/15/1972,Female,46:40.2
AW00011912,NULL,Female,46:40.2
AW00011913,12/9/1970,Female,46:40.2
AW00011914,5/5/1979,Female,46:40.2
AW00011915,NULL,Male,46:40.2
AW00011916,9/3/1976,Male,46:40.2
AW00011917,4/21/1971,Male,46:40.2
AW00011918,8/31/1969,Female,46:40.2
AW00011919,8/17/1969,Male,46:40.2
AW00011920,2/24/1975,Female,46:40.2
AW00011921,6/22/1970,Male,46:40.2
AW00011922,2/13/1985,Male,46:40.2
AW00011923,4/21/1985,Female,46:40.2
AW00011924,4/23/1985,Male,46:40.2
AW00011925,5/5/1984,Female,46:40.2
AW00011926,9/15/1983,Male,46:40.2
AW00011927,1/21/1984,Female,46:40.2
AW00011928,3/6/1984,Female,46:40.2
AW00011929,8/8/1962,Female,46:40.2
AW00011930,10/31/1952,Female,46:40.2
AW00011931,5/12/1984,Male,46:40.2
AW00011932,2/8/1984,Female,46:40.2
AW00011933,9/1/1982,Male,46:40.2
AW00011934,4/13/1983,Male,46:40.2
AW00011935,5/19/1983,Female,46:40.2
AW00011936,10/9/1982,Male,46:40.2
AW00011937,12/3/1982,Male,46:40.2
AW00011938,3/21/1983,Male,46:40.2
AW00011939,12/20/1982,Male,46:40.2
AW00011940,1/9/1983,Male,46:40.2
AW00011941,5/26/1982,Male,46:40.2
AW00011942,12/11/1954,Male,46:40.2
AW00011943,8/27/1954,Female,46:40.2
AW00011944,4/13/1956,Female,46:40.2
AW00011945,3/11/1986,Male,46:40.2
AW00011946,7/2/1956,Female,46:40.2
AW00011947,4/20/1957,Female,46:40.2
AW00011948,10/7/1956,Female,46:40.2
AW00011949,5/5/1986,Female,46:40.2
AW00011950,3/9/1985,Female,46:40.2
AW00011951,2/3/1958,Female,46:40.2
AW00011952,3/22/1960,Male,46:40.2
AW00011953,3/3/1981,Female,46:40.2
AW00011954,2/13/1981,Male,46:40.2
AW00011955,10/2/1980,Male,46:40.2
AW00011956,8/30/1985,Female,46:40.2
AW00011957,2/9/1979,Female,46:40.2
AW00011958,7/6/1978,Male,46:40.2
AW00011959,10/5/1978,Female,46:40.2
AW00011960,12/31/1978,Female,46:40.2
AW00011961,12/22/1978,Female,46:40.2
AW00011962,5/28/1982,Female,46:40.2
AW00011963,12/10/1960,Male,46:40.2
AW00011964,2/13/1967,Male,46:40.2
AW00011965,4/18/1962,Female,46:40.2
AW00011966,2/13/1967,Male,46:40.2
AW00011967,8/10/1962,Female,46:40.2
AW00011968,4/19/1964,Female,46:40.2
AW00011969,1/22/1964,Male,46:40.2
AW00011970,11/12/1984,Female,46:40.2
AW00011971,3/3/1979,Female,46:40.2
AW00011972,9/20/1979,Female,46:40.2
AW00011973,8/3/1979,Female,46:40.2
AW00011974,8/7/1979,Male,46:40.2
AW00011975,4/2/1980,Female,46:40.2
AW00011976,5/22/1970,Female,46:40.2
AW00011977,11/19/1964,Female,46:40.2
AW00011978,10/18/1977,Male,46:40.2
AW00011979,11/5/1962,Male,46:40.2
AW00011980,6/17/1963,Female,46:40.2
AW00011981,8/3/1962,Female,46:40.2
AW00011982,10/2/1962,Female,46:40.2
AW00011983,2/24/1968,Female,46:40.2
AW00011984,12/4/1962,Male,46:40.2
AW00011985,5/18/1963,Female,46:40.2
AW00011986,1/20/1969,Male,46:40.2
AW00011987,5/26/1973,Female,46:40.2
AW00011988,2/17/1968,Female,46:40.2
AW00011989,3/20/1984,Female,46:40.2
AW00011990,1/12/1968,Female,46:40.2
AW00011991,2/7/1968,Male,46:40.2
AW00011992,6/9/1972,Female,46:40.2
AW00011993,9/12/1977,Female,46:40.2
AW00011994,10/18/1977,Female,46:40.2
AW00011995,12/12/1965,Male,46:40.2
AW00011996,1/30/1966,Female,46:40.2
AW00011997,4/4/1971,Female,46:40.2
AW00011998,2/7/1966,Female,46:40.2
AW00011999,12/3/1965,Male,46:40.2
AW00012000,9/9/1970,Female,46:40.2
AW00012001,12/30/1981,Female,46:40.2
AW00012002,8/5/1969,Female,46:40.2
AW00012003,9/4/1979,Female,46:40.2
AW00012004,12/16/1974,Male,46:40.2
AW00012005,7/13/1973,Male,46:40.2
AW00012006,3/12/1973,Male,46:40.2
AW00012007,1/23/1967,Female,46:40.2
AW00012008,2/19/1967,Female,46:40.2
AW00012009,1/31/1963,Female,46:40.2
AW00012010,8/26/1962,Male,46:40.2
AW00012011,8/16/1940,Female,46:40.2
AW00012012,10/19/1971,Female,46:40.2
AW00012013,9/4/1958,Female,46:40.2
AW00012014,8/9/1954,Male,46:40.2
AW00012015,1/6/1982,Male,46:40.2
AW00012016,6/11/1981,Female,46:40.2
AW00012017,4/26/1982,Male,46:40.2
AW00012018,1/30/1986,Male,46:40.2
AW00012019,5/13/1986,Female,46:40.2
AW00012020,3/13/1985,Female,46:40.2
AW00012021,8/13/1951,Female,46:40.2
AW00012022,5/22/1986,Male,46:40.2
AW00012023,1/5/1984,Male,46:40.2
AW00012024,12/24/1983,Male,46:40.2
AW00012025,12/16/1983,Male,46:40.2
AW00012026,1/14/1984,Male,46:40.2
AW00012027,4/24/1984,Female,46:40.2
AW00012028,5/11/1983,Female,46:40.2
AW00012029,4/15/1983,Male,46:40.2
AW00012030,8/5/1982,Female,46:40.2
AW00012031,4/17/1985,Male,46:40.2
AW00012032,11/22/1984,Male,46:40.2
AW00012033,10/29/1984,Female,46:40.2
AW00012034,9/11/1946,Male,46:40.2
AW00012035,12/20/1946,Male,46:40.2
AW00012036,8/6/1946,Female,46:40.2
AW00012037,3/13/1949,Female,46:40.2
AW00012038,2/6/1949,Male,46:40.2
AW00012039,8/12/1948,Male,46:40.2
AW00012040,2/15/1982,Male,46:40.2
AW00012041,6/3/1986,Male,46:40.2
AW00012042,3/26/1981,Male,46:40.2
AW00012043,3/20/1980,Male,46:40.2
AW00012044,11/24/1979,Female,46:40.2
AW00012045,12/23/1979,Male,46:40.2
AW00012046,1/15/1980,Female,46:40.2
AW00012047,9/22/1979,Female,46:40.2
AW00012048,5/16/1983,Female,46:40.2
AW00012049,10/9/1973,Female,46:40.2
AW00012050,9/10/1978,Male,46:40.2
AW00012051,3/19/1984,Male,46:40.2
AW00012052,11/23/1972,Female,46:40.2
AW00012053,11/11/1972,Male,46:40.2
AW00012054,12/2/1973,Male,46:40.2
AW00012055,5/20/1974,Female,46:40.2
AW00012056,12/13/1947,Male,46:40.2
AW00012057,9/11/1948,Female,46:40.2
AW00012058,12/30/1948,Female,46:40.2
AW00012059,11/29/1948,Male,46:40.2
AW00012060,10/13/1948,Male,46:40.2
AW00012061,11/5/1948,Male,46:40.2
AW00012062,12/2/1949,Male,46:40.2
AW00012063,3/8/1950,Male,46:40.2
AW00012064,10/6/1955,Male,46:40.2
AW00012065,12/31/1949,Male,46:40.2
AW00012066,2/9/1950,Male,46:40.2
AW00012067,5/14/1950,Male,46:40.2
AW00012068,11/19/1949,Female,46:40.2
AW00012069,5/1/1950,Male,46:40.2
AW00012070,3/3/1950,Male,46:40.2
AW00012071,9/30/1949,Male,46:40.2
AW00012072,2/21/1950,Male,46:40.2
AW00012073,2/20/1950,Male,46:40.2
AW00012074,4/22/1961,Female,46:40.2
AW00012075,12/24/1949,Male,46:40.2
AW00012076,2/22/1955,Female,46:40.2
AW00012077,3/17/1956,Female,46:40.2
AW00012078,8/18/1950,Male,46:40.2
AW00012079,10/9/1956,Male,46:40.2
AW00012080,12/7/1951,Female,46:40.2
AW00012081,6/1/1957,Female,46:40.2
AW00012082,4/10/1952,Female,46:40.2
AW00012083,8/28/1951,Female,46:40.2
AW00012084,2/3/1953,Male,46:40.2
AW00012085,6/23/1953,Male,46:40.2
AW00012086,2/9/1953,Female,46:40.2
AW00012087,7/10/1958,Male,46:40.2
AW00012088,1/18/1953,Female,46:40.2
AW00012089,10/20/1958,Male,46:40.2
AW00012090,1/2/1954,Female,46:40.2
AW00012091,11/9/1959,Male,46:40.2
AW00012092,8/8/1953,Male,46:40.2
AW00012093,5/8/1954,Male,46:40.2
AW00012094,3/19/1954,Female,46:40.2
AW00012095,8/24/1953,Male,46:40.2
AW00012096,8/26/1953,Female,46:40.2
AW00012097,5/13/1955,Male,46:40.2
AW00012098,4/24/1955,Female,46:40.2
AW00012099,5/18/1955,Female,46:40.2
AW00012100,10/22/1954,Male,46:40.2
AW00012101,10/22/1954,Male,46:40.2
AW00012102,12/2/1954,Male,46:40.2
AW00012103,10/8/1960,Female,46:40.2
AW00012104,1/8/1960,Female,46:40.2
AW00012105,11/13/1954,Female,46:40.2
AW00012106,12/6/1955,Male,46:40.2
AW00012107,8/11/1961,Male,46:40.2
AW00012108,2/19/1961,Male,46:40.2
AW00012109,9/17/1955,Female,46:40.2
AW00012110,8/3/1955,Female,46:40.2
AW00012111,2/1/1956,Female,46:40.2
AW00012112,12/7/1955,Female,46:40.2
AW00012113,2/16/1968,Male,46:40.2
AW00012114,5/6/1957,Male,46:40.2
AW00012115,8/7/1956,Female,46:40.2
AW00012116,8/21/1956,Female,46:40.2
AW00012117,1/30/1957,Male,46:40.2
AW00012118,7/23/1967,Female,46:40.2
AW00012119,11/28/1956,Male,46:40.2
AW00012120,1/8/1958,Male,46:40.2
AW00012121,3/25/1958,Male,46:40.2
AW00012122,6/17/1958,Female,46:40.2
AW00012123,NULL,Male,46:40.2
AW00012124,8/8/1962,Female,46:40.2
AW00012125,7/12/1962,Female,46:40.2
AW00012126,5/18/1963,Female,46:40.2
AW00012127,6/13/1962,Female,46:40.2
AW00012128,12/13/1967,Female,46:40.2
AW00012129,3/21/1962,Female,46:40.2
AW00012130,2/9/1962,Female,46:40.2
AW00012131,4/15/1961,Male,46:40.2
AW00012132,5/18/1961,Female,46:40.2
AW00012133,6/24/1961,Female,46:40.2
AW00012134,9/19/1966,Male,46:40.2
AW00012135,10/9/1962,Male,46:40.2
AW00012136,5/8/1938,Male,46:40.2
AW00012137,5/4/1938,Male,46:40.2
AW00012138,5/26/1939,Male,46:40.2
AW00012139,3/11/1944,Male,46:40.2
AW00012140,9/8/1970,Male,46:40.2
AW00012141,9/16/1976,Female,46:40.2
AW00012142,7/2/1981,Female,46:40.2
AW00012143,5/13/1971,Male,46:40.2
AW00012144,5/10/1971,Female,46:40.2
AW00012145,9/30/1976,n/a,46:40.2
AW00012146,1/11/1971,Male,46:40.2
AW00012147,6/27/1970,Female,46:40.2
AW00012148,6/5/1970,Female,46:40.2
AW00012149,6/21/1975,Female,46:40.2
AW00012150,8/9/1975,Male,46:40.2
AW00012151,11/9/1969,Male,46:40.2
AW00012152,3/23/1975,Male,46:40.2
AW00012153,3/15/1962,Female,46:40.2
AW00012154,7/21/1967,Female,46:40.2
AW00012155,10/12/1967,Female,46:40.2
AW00012156,7/12/1939,Female,46:40.2
AW00012157,3/21/1940,Male,46:40.2
AW00012158,10/18/1979,Male,46:40.2
AW00012159,11/10/1974,Female,46:40.2
AW00012160,5/23/1969,Female,46:40.2
AW00012161,3/4/1974,Female,46:40.2
AW00012162,12/16/1974,Male,46:40.2
AW00012163,3/4/1969,Male,46:40.2
AW00012164,4/9/1974,Male,46:40.2
AW00012165,12/10/1967,Male,46:40.2
AW00012166,3/6/1984,Male,46:40.2
AW00012167,3/20/1968,Male,46:40.2
AW00012168,8/9/1966,Male,46:40.2
AW00012169,11/12/1972,Female,46:40.2
AW00012170,1/4/1972,Female,46:40.2
AW00012171,1/31/1972,Female,46:40.2
AW00012172,3/1/1972,Male,46:40.2
AW00012173,3/12/1967,Male,46:40.2
AW00012174,11/4/1966,Male,46:40.2
AW00012175,9/9/1966,Male,46:40.2
AW00012176,11/12/1966,Male,46:40.2
AW00012177,9/23/1960,Male,46:40.2
AW00012178,11/8/1959,Male,46:40.2
AW00012179,4/8/1941,Female,46:40.2
AW00012180,3/17/1942,Female,46:40.2
AW00012181,2/18/1942,Female,46:40.2
AW00012182,6/6/1966,Female,46:40.2
AW00012183,4/25/1966,Female,46:40.2
AW00012184,6/7/1966,Male,46:40.2
AW00012185,1/24/1966,Female,46:40.2
AW00012186,5/9/1971,Male,46:40.2
AW00012187,1/19/1966,Male,46:40.2
AW00012188,NULL,Female,46:40.2
AW00012189,2/15/1971,Female,46:40.2
AW00012190,6/16/1966,Male,46:40.2
AW00012191,4/6/1965,Female,46:40.2
AW00012192,5/25/1960,Female,46:40.2
AW00012193,8/4/1959,Male,46:40.2
AW00012194,1/14/1959,Female,46:40.2
AW00012195,5/20/1970,Female,46:40.2
AW00012196,3/7/1959,Female,46:40.2
AW00012197,7/15/1958,Male,46:40.2
AW00012198,8/14/1958,Male,46:40.2
AW00012199,11/5/1957,Female,46:40.2
AW00012200,1/20/1943,Male,46:40.2
AW00012201,2/3/1944,Female,46:40.2
AW00012202,11/22/1943,Male,46:40.2
AW00012203,9/3/1943,Male,46:40.2
AW00012204,8/2/1943,Male,46:40.2
AW00012205,3/31/1944,Female,46:40.2
AW00012206,10/9/1944,Female,46:40.2
AW00012207,12/18/1945,Male,46:40.2
AW00012208,8/18/1945,Female,46:40.2
AW00012209,12/24/1945,Female,46:40.2
AW00012210,3/24/1984,Male,46:40.2
AW00012211,2/23/1985,Male,46:40.2
AW00012212,11/16/1974,Female,46:40.2
AW00012213,1/29/1974,Male,46:40.2
AW00012214,3/19/1968,Female,46:40.2
AW00012215,6/12/1968,Female,46:40.2
AW00012216,9/30/1967,Male,46:40.2
AW00012217,12/31/1966,Male,46:40.2
AW00012218,5/26/1967,Male,46:40.2
AW00012219,10/8/1977,Male,46:40.2
AW00012220,7/16/1966,Female,46:40.2
AW00012221,7/9/1966,Female,46:40.2
AW00012222,9/17/1966,Female,46:40.2
AW00012223,8/19/1966,Female,46:40.2
AW00012224,3/17/1941,Male,46:40.2
AW00012225,5/1/1964,Female,46:40.2
AW00012226,4/6/1968,Female,46:40.2
AW00012227,2/8/1963,Female,46:40.2
AW00012228,2/23/1963,Female,46:40.2
AW00012229,5/17/1962,Female,46:40.2
AW00012230,8/11/1961,Male,46:40.2
AW00012231,9/15/1960,Female,46:40.2
AW00012232,10/11/1960,Male,46:40.2
AW00012233,11/5/1960,Male,46:40.2
AW00012234,8/25/1959,Male,46:40.2
AW00012235,5/22/1949,Female,46:40.2
AW00012236,12/4/1946,Female,46:40.2
AW00012237,5/7/1952,Female,46:40.2
AW00012238,7/24/1952,Female,46:40.2
AW00012239,11/29/1947,Male,46:40.2
AW00012240,6/3/1986,Male,46:40.2
AW00012241,5/5/1985,Female,46:40.2
AW00012242,8/3/1984,Male,46:40.2
AW00012243,11/15/1985,Female,46:40.2
AW00012244,5/22/1986,Female,46:40.2
AW00012245,5/25/1984,Male,46:40.2
AW00012246,4/10/1985,Male,46:40.2
AW00012247,4/16/1985,Female,46:40.2
AW00012248,NULL,Male,46:40.2
AW00012249,3/15/1984,Male,46:40.2
AW00012250,10/6/1982,Female,46:40.2
AW00012251,10/7/1982,Male,46:40.2
AW00012252,3/31/1983,Male,46:40.2
